number,check,korean,hanja,japanese,english,example,translation
520,,마치다,,,"finish, end",일을 마치다,finish the work
521,,마트,,,mart,마트에서 사다,buy at mart
522,,마흔,,,forty,마흔 개,40 units
523,,막걸리,,,"Makgeolli, rice wine",막걸리를 마시다,drink makgeolli
524,,막히다,,,blocked,통로가 막히다,the passage is blocked
525,,만,萬,万,ten thousand,숫자,number
526,,만나다,,,meet,친구를 만나다,meet a friend
527,,만두,,,dumpling,음식,food
528,,만들다,,,make,음식을 만들다,make food
529,,만약,萬若,万若,what if,만약의 경우,just in case
530,,만일,萬一,万一,just in case,만일에 대비하다,prepare in case
531,,만지다,,,touch,손을 만지다,touch hands
532,,만화,漫畫,漫画,cartoon,만화를 그리다,draw cartoons
533,,많다,,,many,돈이 많다,have a lot of money
534,,많이,,,a lot of,많이 사다,buy a lot
535,,말,,,"talk, speak",말을 하다,"to talk, to speak"
536,,말,,,horse,말을 타다,rise a horse
537,,말,末,末,end,학기 말,end of semester
538,,말다,,,stop,걱정을 말다,stop worrying
539,,말레이시아,,,Malaysia,나라,country
540,,말씀,,,words,말씀이 없다,have no words
541,,맑다,,,clear,공기가 맑다,the air is clear
542,,맛,,,taste,맛이 달다,taste is sweet
543,,맛없다,,,not delicious,음식이 맛없다,food is not tasty
544,,맛있다,,,delicious,음식이 맛있다,food is tasty
545,,맞다,,,right,답이 맞다,the answer is correct
546,,맞추다,,,"guess, adjust",답을 맞추다,guess the answer
547,,매년,每年,毎年,every year,매년 증가하다,increase every year
548,,매다,,,"tie, fasten",신발 끈을 매다,tie shoelaces
549,,매달,每,毎,medal,매달 만나다,meet monthly
550,,매우,,,very,매우 좋다,very good
551,,매일,每日,毎日,everyday,매일 만나다,meet daily
552,,매주,每週,毎週,weekly,매주 만나다,meet weekly
553,,매표소,賣票所,売票所,ticket box,극장 매표소,theater box office
554,,맥주,麥酒,麦酒,beer,맥주를 마시다,drink beer
555,,맵다,,,spicy,고추가 맵다,chili pepper is spicy
556,,머리,,,head,머리가 크다,head is big
557,,머리카락,,,hair,머리카락을 자르다,cut one's hair
558,,먹다,,,eat,밥을 먹다,"have a meal, eat rice"
559,,먼저,,,first,먼저 가다,go first
560,,멀다,,,far,거리가 멀다,the distance is far
561,,멀리,,,far,멀리 가다,go far
562,,멈추다,,,stop,피가 멈추다,stop bleeding
563,,멋,,,fashion,멋을 내다,dress up
564,,멋있다,,,cool,옷이 멋있다,the dress is cool
565,,메뉴,,,menu,메뉴를 고르다,select the menu
566,,메다,,,carry,가방을 메다,carry a bag
567,,메모,,,memo,메모를 하다,take notes
568,,메시지,,,message,메시지를 남기다,leave a message
569,,메일,,,mail,메일을 쓰다,write a mail
570,,며칠,,,several days,며칠이 걸리다,take several days
571,,명,名,名,person,한 명,one person
572,,명절,名節,名節,holiday,명절을 맞다,celebrate the holidays
573,,몇,,,"some, several",몇 개,some units
574,,모기,,,mosquito,모기에 물리다,be bitten by a mosquito
575,,모두,,,all,모두 함께,all together
576,,모든,,,every,모든 사람,everyone
577,,모레,,,day after tomorrow,시간,time
578,,모르다,,,don't know,규칙을 모르다,don't know the rule
579,,모습,,,appearance,모습을 보이다,show/make an appearance
580,,모시다,,,look after,부모님을 모시다,look after parents
581,,모양,,,shape,별 모양,star shape
582,,모으다,,,gather (sth),장난감을 모이다,gather toys
583,,모이다,,,be gathered,돈이 모이다,save money
584,,모임,,,meeting,모임에 나가다,go to a meeting
585,,모자,,,hat,모자를 쓰다,wear a hat
586,,모자라다,,,insufficient,잠이 모자라다,lack of sleep
587,,목,,,neck,목이 길다,have a long neck
588,,목걸이,,,necklace,목걸이를 하다,wear a necklace
589,,목도리,,,scarf,목도리를 하다,wear a scarf
590,,목소리,,,voice,목소리가 크다,voice is loud
591,,목요일,木曜日,木曜日,thursday,요일,weekday
592,,목욕,沐浴,沐浴,bath,목욕을 하다,take a bath
593,,목욕탕,沐浴湯,沐浴湯,bathhouse,목욕탕에서 씻다,wash in the bathhouse
594,,목적,目的,目的,purpose,목적을 이루다,achieve one's goal
595,,몸,,,body,몸이 건강하다,have a healthy body
596,,못,,,can't,못 마시다,can't drink
597,,못생기다,,,ugly,얼굴이 못생기다,the face is ugly
598,,못하다,,,can't do,노래를 못하다,can't sing
599,,몽골,,,Mongolia,나라,country
600,,무,,,radish,무를 심다,plant radish
601,,무겁다,,,heavy,짐이 무겁다,the load is heavy
602,,무게,,,weight,무게가 나가다,to weigh
603,,무궁화,,,Mugunghwa,꽃,flower
604,,무료,無料,無料,free,무료로 주다,give for free
605,,무릎,,,knee,신체,body
606,,무섭다,,,scary,귀신이 무섭다,ghost is scary
607,,무슨,,,what,무슨 요일,what day
608,,무엇,,,"what, anything",무엇이든지,"whatever, anything"
609,,무척,,,very,무척 길다,very long
610,,문,門,門,door,문을 열다,open the door
611,,문제,問題,問題,problem,문제를 풀다,solve the problem
612,,문화,文化,文化,culture,문화를 교류하다,exchange cultures
613,,묻다,,,ask,길을 묻다,ask for direction
614,,물,,,water,물을 마시다,drink water
615,,물건,物件,物件,thing,물건을 사다,buy something
616,,물고기,,,fish,물고기를 잡다,catch a fish
617,,물론,勿論,勿論,of course,물론 그렇다,"of course, it does"
618,,물어보다,,,ask,길을 물어보다,ask direction
619,,뭐,,,what,뭐라고 말하다,what did you say
620,,미국,美國,美国,USA,나라,country
621,,미끄러지다,,,slip,눈길에 미끄러지다,slip on snow
622,,미래,未來,未来,future,미래가 밝다,the future is bright
623,,미리,,,in advance,미리 알리다,inform in advance
624,,미술관,美術館,美術館,art gallery,국립 미술관,national art gallery
625,,미안,未安,未安,sorry,인사,greeting
626,,미역국,,,seaweed soup,미역국을 끓이다,boil seaweed soup
627,,미용실,美容室,美容室,beauty salon,미용실에 가다,go to the beauty salon
628,,미터,,,meter,백 미터,hundred meters
629,,믿다,,,"trust, believe",약속을 믿다,believe in promise
630,,밀가루,,,flour,밀가루 음식,flour food
631,,밀다,,,push,문을 밀다,push the door
632,,밑,,,bottom,밑에 두다,put under
633,,바깥,,,outside,바깥에 나가다,go outside
634,,바깥쪽,,,the outside,바깥쪽으로 나가다,go outwards
635,,바꾸다,,,change (something),달러를 원화로 바꾸다,change dollars to won
636,,바뀌다,,,be changed,새 것으로 바뀌다,be changed to new one
637,,바나나,,,banana,과일,fruit
638,,바다,,,ocean,바다를 건너다,cross the sea
639,,바닥,,,floor,바닥에 떨어지다,fall on the floor
640,,바닷가,,,beach,바닷가로 나가다,go to the beach
641,,바라다,,,hope,성공을 바라다,hope for success
642,,바라보다,,,look at,하늘을 바라보다,look at the sky
643,,바람,,,wind,바람이 불다,wind is blowing
644,,바로,,,right,바로 시작하다,start right away
645,,바르다,,,apply (location),로션을 바르다,apply lotion
646,,바쁘다,,,busy,일이 바쁘다,work is busy
647,,바이올린,,,violin,바이올린을 켜다,play the violin
648,,바지,,,pants,바지를 입다,put on pants
649,,박물관,博物館,博物館,museum,박물관을 구경하다,visit a museum
650,,박수,拍手,拍手,"applause, clap",박수를 치다,clap your hands
651,,밖,,,outside,안,inside
652,,반,半,半,half,사과 반,half of an apple
653,,반,班,班,class,우리 반,our class
654,,반갑다,,,"glad, welcome",손님이 반갑다,welcome a customer
655,,반대,反對,反対,the opposite,반대로 가다,go to the opposite direction
656,,반드시,,,"certainly, definitely",반드시 가다,definitely go
657,,반바지,,,shorts,반바지를 입다,wear shorts
658,,반지,,,ring,반지를 끼다,wear a ring
659,,반찬,飯饌,飯饌,side dish,반찬을 먹다,eat side dishes
660,,받다,,,receive,선물을 받다,receive the gift
661,,받아쓰다,,,dictate,노트에 받아쓰다,dictate in a notebook
662,,발,,,foot,발이 크다,feet are big
663,,발가락,,,toes,신체,body
664,,발바닥,,,sole,신체,body
665,,밝다,,,bright,불빛이 밝다,light is bright
666,,밤,,,night,밤이 깊다,night is deep
667,,밥,,,"rice, meal",밥을 하다,cook a meal
668,,방,,,room,방이 넓다,the room is large
669,,방금,方今,方今,just,방금 가다,just went
670,,방문,,,door,방문을 닫다,close the door
671,,방문,訪問,訪問,visit,고향 방문,hometown visit
672,,방법,方法,方法,"way, method",사용 방법,"using method, manual"
673,,방송,放送,放送,broadcast,방송을 보다,watch the broadcast
674,,방송국,放送局,放送局,broadcast station,라디오 방송국,radio station
675,,방학,放學,放学,vacation,겨울 방학,winter vacation
676,,방향,方向,方向,direction,방향을 바꾸다,change direction
677,,배,,,belly,신체,body
678,,배,,,ship,배를 타다,ride a boat
679,,배,,,pear,배를 먹다,eat a pear
680,,배,倍,倍,(two) times,두 배,double
681,,배달,配達,配達,delivery,배달을 시키다,order delivery
682,,배드민턴,,,badminton,배드민턴을 치다,play badminton
683,,배우,俳優,俳優,actor,연극 배우,playactor
684,,배우다,,,learn,글을 배우다,learn writing
685,,배추,,,cabbage,배추를 다듬다,trim cabbage
686,,배탈,,,stomachache,배탈이 나다,have a stomachache
687,,백,百,百,one hundred,숫자,number
688,,백만,百萬,百万,million,백만 개,one million
689,,백화점,百貨店,百貨店,department store,백화점에서 사다,buy at a department store
690,,뱀,,,snake,동물,animal
691,,버릇,,,habit,버릇이 되다,become a habit
692,,버리다,,,throw away,휴지를 버리다,throw away tissue
693,,버스,,,bus,버스를 타다,take the bus
694,,번,,,number,첫째 번,number one
695,,번째,,,(number)-th,세 번째,third
696,,번호,番號,番号,number,번호를 매기다,number (something)
697,,벌,,,(unit of clothes),옷 한 벌,a suit of clothes
698,,벌다,,,earn,돈을 벌다,Earn money
699,,벌써,,,already,벌써 가다,go already
700,,벗다,,,Take off,모자를 벗다,takeoff one's hat
701,,베트남,越南,ベトナム,Vietnam,나라,country
702,,벽,壁,壁,wall,벽에 걸다,hang on the wall
703,,변하다,變,変,change,모양이 변하다,change shape
704,,변호사,辯護士,弁護士,lawyer,직업,job
705,,별,,,star,별이 빛나다,stars shine
706,,별로,,,not very,별로 없다,there isn't much
707,,병,病,病,"sick, disease",병에 걸리다,get sick
708,,병,甁,瓶,bottle,병을 깨다,break a bottle
709,,병문안,病問安,病問安,visit (a sick person),병문안을 가다,visit the sick
710,,병원,病院,病院,hospital,병원에 가다,go to the hospital
711,,보내다,,,send,편지를 보내다,send a letter
712,,보다,,,"see, watch",신문을 보다,reading a newspaper
713,,보다,,,more,보다 높이,higher
714,,보라색,,,purple,색깔,color
715,,보이다,,,be seen,산이 보이다,see mountains
716,,보이다,,,show,사진을 보이다,show a picture
717,,보통,普通,普通,"usually, average",보통이 넘다,above average
718,,복습,復習,復習,review,예습,preview
719,,복잡하다,複雜,複雑,complex,생각이 복잡하다,thought is complicated
720,,볶다,,,fry,고기를 볶다,stir-fry meat
721,,볶음밥,,,fried rice,음식,food
722,,볼펜,,,ballpoint pen,볼펜으로 쓰다,write with a ballpoint pen
723,,봄,,,spring,계절,season
724,,봉투,封套,封筒,envelope,봉투를 열다,open an envelope
725,,뵙다,,,(honorific) meet,어른을 뵙다,meet an adult
726,,부끄럽다,,,embarrassed,부끄럽게 웃다,laugh embarrassingly
727,,부드럽다,,,soft,머릿결이 부드럽다,have soft hair
728,,부럽다,,,envy,다른 사람이 부럽다,I'm jealous of other people
729,,부르다,,,call,친구를 부르다,call for a friend
730,,부르다,,,full,배가 부르다,be full
731,,부모님,父母,父母,parents,부모님께 효도하다,be filial to one's parents
732,,부부,夫婦,夫婦,couple,부부 싸움,couple fighting
733,,부분,部分,部分,part,부분으로 나누다,divide into parts
734,,부산,釜山,釜山,Busan,지명,place name
735,,부엌,,,kitchen,부엌에서 요리하다,cook in the kitchen
736,,부인,夫人,夫人,wife,아내,wife
737,,부자,富者,富者,the rich,부자가 되다,become rich
738,,부장,部長,部長,manager,부장으로 승진하다,be promoted to manager
739,,부족,不足,不足,lack,산소 부족,lack of oxygen
740,,부지런하다,,,diligent,사람이 부지런하다,people are diligent
741,,부치다,,,send,편지를 부치다,send a letter
742,,부탁,付託,付託,request,부탁을 받다,ask for a favor
743,,북쪽,北,北,north,방향,direction
744,,분,,,person,아는 분,anyone you know
745,,분,分,分,minute,60분,60 minutes
746,,분명하다,分明,分明,clear,발음이 분명하다,pronunciation is clear
747,,분식,粉食,粉食,"bunsik, snacks",분식을 먹다,eat snacks
748,,분위기,雰圍氣,雰囲気,atmosphere,어색한 분위기,awkward atmosphere
749,,분홍색,粉紅色,桃色,pink,색깔,color
750,,불,,,fire,불을 피우다,make a fire
751,,불고기,,,bulgogi (food),음식,food
752,,불다,,,blow,바람이 불다,wind is blowing
753,,불쌍하다,,,pitiful,표정이 불쌍하다,the expression is pitiful
754,,불안,不安,不安,anxiety,불안이 커지다,anxiety increases
755,,불편,不便,不便,discomfort,불편이 따르다,cause inconvenience
756,,붉다,,,red,색깔이 붉다,color is red
757,,붙다,,,"stick, paste",먼지가 붙다,dust sticks
758,,붙이다,,,"stick, paste",우표를 붙이다,attach a stamp
759,,블라우스,,,blouse,블라우스를 입다,wear a blouse
760,,비,,,rain,비가 그치다,the rain stops
761,,비교,比較,比較,comparison,비교 대상,comparison target
762,,비누,,,soap,비누로 씻다,wash with soap
763,,비다,,,empty,집이 비다,the house is empty
764,,비디오,,,video,비디오 두 편,two videos
765,,비밀,秘密,秘密,secret,비밀을 지키다,keep a secret
766,,비빔밥,,,bibimbap (mixed rice),음식,food
767,,비슷하다,,,similar,성격이 비슷하다,have similar personalities
768,,비싸다,,,expensive,값이 비싸다,the price is expensive
769,,비행기,飛行機,飛行機,airplane,비행기를 타다,ride a plane
770,,빌딩,,,building,빌딩을 짓다,build a building
771,,빌리다,,,borrow,돈을 빌리다,borrow money
772,,빠르다,,,fast,걸음이 빠르다,walk quickly
773,,빠지다,,,fall in,강에 빠지다,fall into the river
774,,빨간색,,,read color,색깔,color
775,,빨갛다,,,red,사과가 빨갛다,apples are red
776,,빨다,,,"wash, clean",옷을 빨다,wash clothes
777,,빨래,,,wash,빨래를 하다,do laundry
778,,빨리,,,hurry,빨리 걷다,walk fast
779,,빵,,,bread,빵을 먹다,eat bread
780,,빵집,,,bakery,빵집에서 일하다,work at a bakery
781,,빼다,,,"subtract, remove",이를 빼다,remove teeth
782,,뽑다,,,pull out,이를 뽑다,pull out teeth
783,,사,四,四,four,숫자,number
784,,사거리,四,四,intersection,사거리를 건너다,cross the intersection
785,,사계절,四季節,四季,four seasons,사계절이 뚜렷하다,four seasons are distinct
786,,사고,事故,事故,accident,사고가 나다,an accident occurs
787,,사과,,,apple,과일,fruit
788,,사귀다,,,date,친구를 사귀다,make friends
789,,사다,,,buy,물건을 사다,buy something
790,,사람,,,person,사람이 살다,people live
791,,사랑,,,love,연인 간의,between lovers
792,,사무실,事務室,事務室,office,사무실에 출근하다,go to the office
793,,사실,事實,事実,fact,사실을 밝히다,reveal the facts
794,,사십,四十,四十,fourty,숫자,number
795,,사업,事業,事業,business,사업 수완,business skills
796,,사용,使用,使用,usage,사용을 하다,to use
797,,사월,四月,四月,April,달(월),month
798,,사이,,,between,사이에 놓다,put between
799,,사이다,,,cider (beverage),사이다를 마시다,drink cider
800,,사이즈,,,size,사이즈가 크다,the size is big
801,,사장,社長,社長,president,사장이 되다,become a president
802,,사전,辭典,辞典,dictionary,사전을 찾다,look up dictionary
803,,사진,寫眞,写真,picture,카메라 사진,camera photo
804,,사탕,砂糖,砂糖,candy,사탕을 먹다,eat candy
805,,사흘,,,three days,시간,time
806,,산,山,山,mountain,산에 오르다,climb the mountain
807,,산책,散策,散策,walk,산책을 나가다,go out for a walk
808,,살,,,weight,살이 찌다,gain weight
809,,살,,,year old,세 살,three years old
810,,살다,,,live,오래 살다,live long
811,,삼,三,三,three,삼 년,three years
812,,삼거리,三,三,3-way intersection,삼거리가 나오다,A 3-way intersection appears
813,,삼겹살,三,三,pork belly,음식,food
814,,삼계탕,蔘鷄湯,参鶏湯,samgyetang (food),음식,food
815,,삼십,三十,三十,thirty,숫자,number
816,,삼월,三月,三月,March,달(월),month
817,,삼촌,三寸,三寸,uncle,친척,relatives
818,,상,賞,賞,award,상을 받다,win a prize
819,,상자,箱子,箱,box,상자에 넣다,put into a box
820,,상처,傷處,傷,wound,상처가 낫다,the wound heals
821,,상추,,,lettuce,식물,plant
822,,상품,商品,商品,product,상품을 팔다,sell goods
823,,새,,,bird,동물,animal
824,,새,,,new,새 옷,new clothes
825,,새로,,,newly,새로 사다,buy new
826,,새롭다,,,"new, fresh",기억이 새롭다,the memory is fresh
827,,새벽,,,dawn,새벽에 일어나다,wake up at dawn
828,,새해,,,new year,새해가 다가오다,new year is coming
829,,색,色,色,color,색깔,color
830,,색깔,色,色,color,색깔이 진하다,the color is dark
831,,샌드위치,,,sandwich,음식,food
832,,생각,生覺,生覚,thought,생각에 빠지다,lost in thought
833,,생각나다,生覺,生覚,think of,할 말이 생각나다,think of something to say
834,,생기다,生,生,be formed,건물이 생기다,a building is built
835,,생선,生鮮,生鮮,fish,생선을 굽다,grill fish
836,,생신,生辰,生辰,(honorific) birthday,생일,birthday
837,,생일,生日,生日,birthday,생일 파티,birthday party
838,,생활,生活,生活,life,직장 생활,work life
839,,샤워,,,shower,샤워를 하다,take a shower
840,,서너,,,three or four,서너 개,three or four
841,,서다,,,stand,똑바로 서다,stand upright
842,,서두르다,,,hurry,준비를 서두르다,rush to prepare
843,,서랍,,,drawer,서랍을 닫다,close a drawer
844,,서로,,,each other,서로 믿다,trust each other
845,,서류,書類,書類,document,문서,document
846,,서른,,,thirty,숫자,number
847,,서비스,,,service,서비스 정신,service spirit
848,,서양,西洋,西洋,western,동양,Eastern
849,,서울,,,Seoul,도시,city
850,,서점,書店,書店,bookstore,책방,bookstore
851,,서쪽,西,西,west,방향,direction
852,,섞다,,,mix,물을 섞다,mix water
853,,선물,,,gift,선물을 받다,receive a gift
854,,선배,先輩,先輩,senior,후배,Junior
855,,선생님,先生,先生,teacher,국어 선생님,Korean language teacher
856,,선선하다,,,cool,날씨가 선선하다,the weather is cool
857,,선수,選手,選手,player,축구 선수,soccer player
858,,선택,選擇,選択,select,선택을 하다,make a choice
859,,선풍기,扇風機,扇風機,fan,선풍기를 켜다,turn on the fan
860,,설거지,,,dish wash,설거지를 하다,wash dishes
861,,설날,,,(Lunar) New Year,명절,holiday
862,,설렁탕,,,(food) seolleongtang,음식,food
863,,설명,說明,説明,explanation,설명을 듣다,listen to explanation
864,,설탕,雪糖,砂糖,sugar,설탕을 넣다,add sugar
865,,섬,,,island,제주도,Jeju island
866,,섭섭하다,,,"sorry, regrettable",서운하다,sad
867,,성,姓,姓,family name,김 씨,Mr. Kim
868,,성격,性格,性格,personality,성격이 좋다,have a good personality
869,,성공,成功,成功,success,실패,failure
870,,성적,成績,成績,grade,성적을 거두다,get results
871,,성함,姓銜,姓,name,성함을 묻다,ask for name
872,,세,,,three,숫자,number
873,,세,歲,歳,age,삼십 세,thirty years old
874,,세계,世界,世界,world,세계 여행,travel around the world
875,,세다,,,strong,주먹이 세다,have strong fists
876,,세배,歲拜,歳拝,New year's bow,세배를 드리다,bow down
877,,세상,世上,世上,world,세상이 넓다,the world is wide
878,,세수,洗手,洗手,wash up,얼굴 세수,face wash
879,,세우다,,,stand,자리에서 세우다,stand up
880,,세탁,洗濯,洗濯,laundry,세탁을 하다,do laundry
881,,세탁기,洗濯機,洗濯機,washing machine,세탁기를 돌리다,run a washing machine
882,,세탁소,洗濯所,洗濯所,"laundry, washhouse",세탁소에 옷을 맡기다,leave clothes at the laundromat
883,,센터,,,center,쇼핑 센터,shopping center
884,,센티미터,,,centimeter,단위,unit
885,,셋,,,three,숫자,number
886,,셋째,,,third,숫자,number
887,,소,,,cow,동물,animal
888,,소개,紹介,紹介,introduction,직업 소개,job introduction
889,,소고기,,,beef,소고기를 먹다,eat beef
890,,소금,,,salt,소금이 짜다,salt is salty
891,,소리,,,sound,소리가 나다,(something) make a sound
892,,소설,小說,小説,novel,고전 소설,classic novel
893,,소식,消息,消息,news,소식을 듣다,hear news
894,,소주,燒酒,焼酎,soju (beverage),소주를 마시다,drink soju
895,,소중하다,所重,所重,precious,친구가 소중하다,friends are precious
896,,소파,,,sofa,가구,furniture
897,,소포,小包,小包,parcel,우편,post
898,,소풍,逍風,逍風,picnic,소풍을 가다,go on a picnic
899,,소화제,消化劑,消化剤,digestive medicine,약,approximately
900,,속,,,inside,주머니 속,in your pocket
901,,속도,速度,速度,speed,속도가 빠르다,the speed is fast
902,,속옷,,,underwear,속옷을 입다,wear underwear
903,,손,,,hand,신체,body
904,,손가락,,,finger,신체,body
905,,손녀,孫女,孫娘,granddaughter,손녀를 돌보다,take care of granddaughter
906,,손님,,,guest,손님이 없다,there are no guests
907,,손바닥,,,palm,신체,body
908,,손수건,手巾,ハンカチ,handkerchief,손수건으로 닦다,clean with a handkerchief
909,,송편,,,songpyeon (cake),음식,food
910,,쇼핑,,,shopping,쇼핑을 가다,go shopping
911,,수,數,数,number,숫자,number
912,,수건,手巾,手巾,towel,수건으로 닦다,wipe with a towel
913,,수고,受苦,受苦,hard work,수고를 하다,work hard
914,,수박,,,watermelon,수박을 먹다,eat watermelon
915,,수술,手術,手術,surgery,수술을 받다,have surgery
916,,수업,授業,授業,lesson,수업을 받다,take classes
917,,수영,水泳,水泳,swimming,수영을 배우다,learn to swim
918,,수영복,水泳服,水着,swimsuit,수영복을 입다,wear a swimsuit
919,,수영장,水泳場,水泳場,swimming pool,수영장에 다니다,go to the swimming pool
920,,수요일,水曜日,水曜日,Wednesday,요일,day of the week
921,,수저,匙箸,匙,spoon,수저를 놓다,place spoon
922,,수첩,手帖,手帳,notebook,수첩에 쓰다,write in a notebook
923,,숙제,宿題,宿題,homework,숙제를 하다,do homework
924,,순두부찌개,,,tofu stew (food),음식,food
925,,순서,順序,順序,order,순서를 매기다,put in order
926,,숟가락,,,spoon,숟가락을 들다,pick up a spoon
927,,술,酒,酒,alcohol,술을 마시다,drink alcohol
928,,술집,酒,酒,bar,술집에서 술을 마시다,drink at a bar
929,,숫자,數字,数字,number,숫자를 세다,count numbers
930,,쉬다,,,rest,그늘에서 쉬다,rest in the shade
931,,쉬다,,,breathe,숨을 쉬다,breathe
932,,쉰,,,fifty,숫자,number
933,,쉽다,,,easy,문제가 쉽다,the problem is easy
934,,슈퍼마켓,,,supermarket,슈퍼마켓에서 사다,buy at the supermarket
935,,스무,,,twenty,스무 살,20 years old
936,,스물,,,twenty,숫자,number
937,,스스로,,,oneself,나 스스로,by myself
938,,스웨터,,,sweater,스웨터를 입다,wear a sweater
939,,스카프,,,scarf,스카프를 매다,wear a scarf
940,,스케이트,,,skate,스케이트를 신다,wear skates
941,,스키,,,ski,스키를 신다,wear skis
942,,스키장,場,場,ski resort,스키장에서 놀다,play at the ski resort
943,,스타,,,star,인기 스타,popular star
944,,스트레스,,,stress,스트레스를 풀다,relieve stress
945,,스파게티,,,pasta,음식,food
946,,스포츠,,,sports,스포츠 경기,sport event
947,,슬퍼하다,,,sorrow,이별을 슬퍼하다,mourn a breakup
948,,슬프다,,,sad,마음이 슬프다,I feel sad
949,,슬픔,,,sadness,슬픔에 잠기다,drown in sorrow
950,,습관,習慣,習慣,habit,습관을 기르다,develop a habit
951,,시,市,市,city,서울시,Seoul City
952,,시,時,時,hour,몇 시/태어난 시,What time/time of birth
953,,시간,時間,時間,time,시간이 걸리다,take time
954,,시간표,時間表,時間表,schedule,시간표를 짜다,make a timetable
955,,시계,時計,時計,watch,시간,hour
956,,시골,,,countryside,시골에 살다,live in the countryside
957,,시끄럽다,,,noisy,소리가 시끄럽다,the sound is loud
958,,시내,市內,市内,downtown,시외,out of town
959,,시다,,,"sour, acidic",맛이 시다,the taste is sour
960,,시민,市民,市民,citizen,시민을 설득하다,persuade citizens
961,,시어머니,,,mother-in-law,시어머니를 모시다,take care of one's mother-in-law
962,,시원하다,,,cool,공기가 시원하다,the air is cool
963,,시월,十月,十月,October,달(월),month
964,,시작,始作,始作,start,끝,end
965,,시장,市場,市場,market,시장에 가다,go to the market
966,,시청,市廳,市庁,city hall,시청 공무원,city hall official
967,,시키다,,,ask someone to,일을 시키다,make someone do work
968,,시험,試驗,試験,exam,시험을 보다,take a test
969,,식구,食口,食口,family member,가족,family
970,,식다,,,"cool off, get cold",국이 식다,the soup gets cold
971,,식당,食堂,食堂,restaurant,식당에서 식사하다,eat at a restaurant
972,,식빵,食,食パン,bread,식빵을 먹다,eat bread
973,,식사,食事,食事,meal,식사를 하다,eat a meal
974,,식초,食醋,食酢,vinegar,식초를 넣다,add vinegar
975,,식탁,食卓,食卓,table,식탁을 차리다,set the table
976,,식품,食品,食品,food,식품을 섭취하다,eat food
977,,신다,,,put on,양말을 신다,wear socks
978,,신랑,新郞,新郎,groom,신부,bride
979,,신문,新聞,新聞,newspaper,신문을 읽다,read the newspaper
980,,신발,,,shoes,신발을 신다,wear shoes
981,,신부,新婦,新婦,bride,신랑,groom
982,,신분증,身分證,身分証,ID card,신분증을 확인하다,check identification
983,,신선하다,新鮮,新鮮,fresh,과일이 신선하다,the fruit is fresh
984,,신청,申請,申請,application,신청을 받다,receive applications
985,,신호,信號,信号,signal,신호를 기다리다,wait for a signal
986,,신호등,信號燈,信号機,traffic light,신호등을 기다리다,wait for the traffic light
987,,신혼여행,新婚旅行,新婚旅行,honeymoon,신혼여행을 떠나다,go on honeymoon
988,,싣다,,,load,짐을 싣다,carry a load
989,,실례,失禮,失礼,excuse,실례가 되다,be rude
990,,실수,失手,失手,mistake,실수를 하다,make a mistake
991,,실패,失敗,失敗,failure,성공,success
992,,싫다,,,hate,일이 싫다,I hate the job
993,,싫어하다,,,dislike,몹시 싫어하다,dislike very much
994,,심다,,,plant,나무를 심다,plant trees
995,,심심하다,,,bored,지루하고 심심하다,tired and bored
996,,심하다,,,severe,장난이 심하다,be playful
997,,십,十,十,ten,숫자,number
998,,십만,十萬,十万,hundred thousand,숫자,number
999,,십이월,十二月,十二月,December,달(월),month
1000,,십일월,十一月,十一月,November,달(월),month
1001,,싱겁다,,,bland,맛이 싱겁다,the taste is bland
1002,,싸다,,,wrap,짐을 싸다,pack up
1003,,싸다,,,cheap,가격이 싸다,the price is cheap
1004,,싸우다,,,fight,친구와 싸우다,fight with friend
1005,,쌀,,,rice,보리 쌀,barley rice
1006,,쌀쌀하다,,,cold,날씨가 쌀쌀하다,the weather is chilly
1007,,쌓다,,,stack,물건을 쌓다,pile up things
1008,,썰다,,,cut,오이를 썰다,cut cucumbers
1009,,쓰다,,,write,글자를 쓰다,write letters
1010,,쓰다,,,wear,모자를 쓰다,wear a hat
1011,,쓰다,,,use,컴퓨터를 쓰다,use a computer
1012,,쓰다,,,bitter,맛이 쓰다,the taste is bitter
1013,,쓰레기,,,garbage,쓰레기를 줍다,pick up garbage
1014,,쓰레기통,,,trash can,쓰레기통에 버리다,throw in the trash can
1015,,씨,氏,氏,"Mr, Mrs",마이클 씨,Mr. Michael
1016,,씹다,,,chew,껌을 씹다,chew gum
1017,,씻다,,,wash,손을 씻다,wash hands
1018,,아,,,Ah,"아, 그래요?",Oh yeah?
1019,,아가씨,,,Miss,아줌마,Madame
1020,,아기,,,baby,아기가 울다,baby cries
1021,,아까,,,a while ago,아까 먹다,ate a while ago
1022,,아나운서,,,announcer,직업,job
1023,,아내,,,wife,남편,husband
1024,,아니,,,no,대답,answer
1025,,아니다,,,not,−,−
1026,,아니요,,,no,대답,answer
1027,,아들,,,son,아들을 낳다,give birth to a son
1028,,아래,,,below,위치,location
1029,,아래쪽,,,down,방향,direction
1030,,아르바이트,,,part-time,아르바이트를 구하다,find a part-time job
1031,,아름답다,,,beautiful,모습이 아름답다,the appearance is beautiful
1032,,아마,,,maybe,아마 -을 것이다,probably - will
1033,,아무,,,"no (one, where…)",아무도/아무 데도,no one/nowhere
1034,,아무것,,,anything,아무것이나 괜찮다,anything is okay
1035,,아무리,,,no matter how,아무리 아이라고 해도,even if you are a child
